event_id,_time,host,user,task_name,task_command,schedule,action,source_process,source_process_id,classification,note
TASK-00590,2026-08-10T05:35:30Z,DEPLOY-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,10906,benign,approved scheduled task
TASK-00848,2026-08-10T05:49:06Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,registered,taskeng.exe,6879,benign,approved scheduled task
TASK-00944,2026-08-10T05:53:48Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,11953,benign,approved scheduled task
TASK-00824,2026-08-10T05:59:00Z,DEPLOY-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,1297,benign,approved scheduled task
TASK-00452,2026-08-10T06:02:09Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,13330,benign,approved scheduled task
TASK-00481,2026-08-10T06:08:22Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,run,taskeng.exe,3938,benign,approved scheduled task
TASK-00242,2026-08-10T06:19:56Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,1409,benign,approved scheduled task
TASK-01283,2026-08-10T06:27:17Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,run,taskeng.exe,9046,benign,approved scheduled task
TASK-00983,2026-08-10T06:30:52Z,APP-API-02,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,11873,benign,approved scheduled task
TASK-01094,2026-08-10T06:34:57Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,13194,benign,approved scheduled task
TASK-00470,2026-08-10T06:49:13Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,5565,benign,approved scheduled task
TASK-00277,2026-08-10T06:55:25Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,run,taskeng.exe,1265,benign,approved scheduled task
TASK-00714,2026-08-10T06:56:10Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,run,taskeng.exe,14650,benign,approved scheduled task
TASK-00362,2026-08-10T07:00:40Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,run,taskeng.exe,9454,benign,approved scheduled task
TASK-00014,2026-08-10T07:09:04Z,DEPLOY-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,13238,benign,approved scheduled task
TASK-00127,2026-08-10T07:36:12Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,2455,benign,approved scheduled task
TASK-00130,2026-08-10T08:01:43Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,run,taskeng.exe,8034,benign,approved scheduled task
TASK-01318,2026-08-10T08:07:34Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,11501,benign,approved scheduled task
TASK-01432,2026-08-10T08:08:47Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,11630,benign,approved scheduled task
TASK-01205,2026-08-10T08:11:44Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,6233,benign,approved scheduled task
TASK-01462,2026-08-10T08:12:14Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,run,taskeng.exe,13396,benign,approved scheduled task
TASK-00385,2026-08-10T08:13:18Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,1792,benign,approved scheduled task
TASK-00855,2026-08-10T08:14:23Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,9047,benign,approved scheduled task
TASK-00420,2026-08-10T08:19:26Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,run,taskeng.exe,10743,benign,approved scheduled task
TASK-01296,2026-08-10T08:31:27Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,14276,benign,approved scheduled task
TASK-00817,2026-08-10T08:44:26Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,run,taskeng.exe,8711,benign,approved scheduled task
TASK-00928,2026-08-10T08:50:56Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,6071,benign,approved scheduled task
TASK-01399,2026-08-10T08:56:35Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,14633,benign,approved scheduled task
TASK-00436,2026-08-10T09:03:13Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,1743,benign,approved scheduled task
TASK-00165,2026-08-10T09:03:40Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,run,taskeng.exe,6796,benign,approved scheduled task
TASK-00977,2026-08-10T09:09:45Z,DEPLOY-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,12674,benign,approved scheduled task
TASK-01207,2026-08-10T09:11:00Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,registered,taskeng.exe,8671,benign,approved scheduled task
TASK-00166,2026-08-10T09:16:57Z,DEPLOY-01,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,run,taskeng.exe,3276,benign,approved scheduled task
TASK-01417,2026-08-10T09:19:52Z,APP-API-02,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,6680,benign,approved scheduled task
TASK-01033,2026-08-10T09:21:54Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,10443,benign,approved scheduled task
TASK-01091,2026-08-10T09:35:26Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,6337,benign,approved scheduled task
TASK-00473,2026-08-10T09:37:46Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,6627,benign,approved scheduled task
TASK-00587,2026-08-10T10:14:53Z,APP-API-02,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,registered,taskeng.exe,3941,benign,approved scheduled task
TASK-00692,2026-08-10T10:16:30Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,4485,benign,approved scheduled task
TASK-01075,2026-08-10T10:30:56Z,DEPLOY-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,4960,benign,approved scheduled task
TASK-01043,2026-08-10T11:02:08Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,1228,benign,approved scheduled task
TASK-00311,2026-08-10T11:08:08Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,14543,benign,approved scheduled task
TASK-01054,2026-08-10T11:15:13Z,APP-API-02,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,1808,benign,approved scheduled task
TASK-01354,2026-08-10T11:15:57Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,4062,benign,approved scheduled task
TASK-00698,2026-08-10T11:18:23Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,8295,benign,approved scheduled task
TASK-00500,2026-08-10T11:37:51Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,registered,taskeng.exe,9009,benign,approved scheduled task
TASK-01323,2026-08-10T11:46:08Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,9980,benign,approved scheduled task
TASK-00736,2026-08-10T11:55:49Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,6642,benign,approved scheduled task
TASK-00535,2026-08-10T11:59:02Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,12030,benign,approved scheduled task
TASK-01422,2026-08-10T11:59:06Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,run,taskeng.exe,8416,benign,approved scheduled task
TASK-01486,2026-08-10T12:09:05Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,run,taskeng.exe,7313,benign,approved scheduled task
TASK-00732,2026-08-10T12:11:25Z,DEPLOY-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,5617,benign,approved scheduled task
TASK-00835,2026-08-10T12:18:12Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,13801,benign,approved scheduled task
TASK-01497,2026-08-10T12:22:45Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,4442,benign,approved scheduled task
TASK-00399,2026-08-10T12:39:58Z,APP-API-02,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,9330,benign,approved scheduled task
TASK-01195,2026-08-10T12:40:09Z,APP-API-02,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,5405,benign,approved scheduled task
TASK-00908,2026-08-10T12:42:26Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,6175,benign,approved scheduled task
TASK-00515,2026-08-10T12:45:28Z,DEPLOY-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,registered,taskeng.exe,13451,benign,approved scheduled task
TASK-00619,2026-08-10T13:02:52Z,DEPLOY-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,run,taskeng.exe,6164,benign,approved scheduled task
TASK-00390,2026-08-10T13:25:09Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,5433,benign,approved scheduled task
TASK-00822,2026-08-10T13:27:16Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,6788,benign,approved scheduled task
TASK-01122,2026-08-10T13:32:17Z,DEPLOY-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,2832,benign,approved scheduled task
TASK-00358,2026-08-10T13:39:32Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,registered,taskeng.exe,2204,benign,approved scheduled task
TASK-01017,2026-08-10T13:49:07Z,DEPLOY-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,8924,benign,approved scheduled task
TASK-01319,2026-08-10T14:15:02Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,8270,benign,approved scheduled task
TASK-00261,2026-08-10T14:22:06Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,1263,benign,approved scheduled task
TASK-01450,2026-08-10T14:33:34Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,6278,benign,approved scheduled task
TASK-00395,2026-08-10T14:37:40Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,4584,benign,approved scheduled task
TASK-00268,2026-08-10T14:41:47Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,11155,benign,approved scheduled task
TASK-00155,2026-08-10T14:51:27Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,6496,benign,approved scheduled task
TASK-00882,2026-08-10T14:51:36Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,1482,benign,approved scheduled task
TASK-00122,2026-08-10T15:02:20Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,registered,taskeng.exe,10609,benign,approved scheduled task
TASK-01018,2026-08-10T15:15:00Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,5619,benign,approved scheduled task
TASK-00863,2026-08-10T15:15:54Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,7896,benign,approved scheduled task
TASK-01218,2026-08-10T15:25:29Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,8658,benign,approved scheduled task
TASK-00484,2026-08-10T15:29:09Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,6081,benign,approved scheduled task
TASK-00584,2026-08-10T15:42:01Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,4376,benign,approved scheduled task
TASK-00334,2026-08-10T15:50:46Z,APP-API-02,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,4045,benign,approved scheduled task
TASK-00532,2026-08-10T15:51:17Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,10649,benign,approved scheduled task
TASK-00126,2026-08-10T15:55:39Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,registered,taskeng.exe,11413,benign,approved scheduled task
TASK-01083,2026-08-10T15:56:01Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,5430,benign,approved scheduled task
TASK-00160,2026-08-10T16:08:38Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,4074,benign,approved scheduled task
TASK-00885,2026-08-10T16:10:33Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,13715,benign,approved scheduled task
TASK-00991,2026-08-10T16:12:07Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,8889,benign,approved scheduled task
TASK-01423,2026-08-10T16:14:58Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,10598,benign,approved scheduled task
TASK-00958,2026-08-10T16:17:40Z,DEPLOY-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,8207,benign,approved scheduled task
TASK-00529,2026-08-10T16:31:48Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,run,taskeng.exe,6715,benign,approved scheduled task
TASK-00761,2026-08-10T16:40:17Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,11217,benign,approved scheduled task
TASK-00183,2026-08-10T16:41:08Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,1651,benign,approved scheduled task
TASK-01234,2026-08-10T17:07:04Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,11021,benign,approved scheduled task
TASK-00616,2026-08-10T17:10:54Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,registered,taskeng.exe,1308,benign,approved scheduled task
TASK-01386,2026-08-10T17:14:17Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,run,taskeng.exe,6791,benign,approved scheduled task
TASK-00836,2026-08-10T17:15:18Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,1220,benign,approved scheduled task
TASK-00585,2026-08-10T17:32:49Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,run,taskeng.exe,2586,benign,approved scheduled task
TASK-00709,2026-08-10T17:43:25Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,run,taskeng.exe,3192,benign,approved scheduled task
TASK-00010,2026-08-10T17:51:42Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,8345,benign,approved scheduled task
TASK-00916,2026-08-10T17:55:52Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,11934,benign,approved scheduled task
TASK-00034,2026-08-10T17:57:42Z,APP-API-02,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,6721,benign,approved scheduled task
TASK-00053,2026-08-10T18:00:13Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,3519,benign,approved scheduled task
TASK-01124,2026-08-10T18:03:10Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,run,taskeng.exe,14829,benign,approved scheduled task
TASK-00087,2026-08-10T18:08:17Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,run,taskeng.exe,7230,benign,approved scheduled task
TASK-01250,2026-08-10T18:11:53Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,3909,benign,approved scheduled task
TASK-00422,2026-08-10T18:23:39Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,11713,benign,approved scheduled task
TASK-00222,2026-08-10T18:29:33Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,11155,benign,approved scheduled task
TASK-00272,2026-08-10T18:34:46Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,12451,benign,approved scheduled task
TASK-00012,2026-08-10T18:53:29Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,7021,benign,approved scheduled task
TASK-01280,2026-08-10T18:55:42Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,run,taskeng.exe,14685,benign,approved scheduled task
TASK-00724,2026-08-10T18:58:29Z,DEPLOY-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,5255,benign,approved scheduled task
TASK-00633,2026-08-10T19:00:15Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,run,taskeng.exe,6567,benign,approved scheduled task
TASK-01263,2026-08-10T19:02:08Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,9532,benign,approved scheduled task
TASK-00466,2026-08-10T19:02:45Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,6862,benign,approved scheduled task
TASK-00218,2026-08-10T19:06:55Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,6513,benign,approved scheduled task
TASK-00224,2026-08-10T19:16:20Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,4522,benign,approved scheduled task
TASK-01303,2026-08-10T19:16:35Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,8951,benign,approved scheduled task
TASK-01499,2026-08-10T19:21:28Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,3198,benign,approved scheduled task
TASK-00923,2026-08-10T19:22:31Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,7823,benign,approved scheduled task
TASK-00635,2026-08-10T19:31:05Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,13035,benign,approved scheduled task
TASK-00267,2026-08-10T19:38:57Z,DEPLOY-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,registered,taskeng.exe,8070,benign,approved scheduled task
TASK-00708,2026-08-10T19:42:01Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,9692,benign,approved scheduled task
TASK-01011,2026-08-10T19:45:05Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,6158,benign,approved scheduled task
TASK-01210,2026-08-10T19:53:26Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,run,taskeng.exe,6670,benign,approved scheduled task
TASK-00106,2026-08-10T19:54:27Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,registered,taskeng.exe,9967,benign,approved scheduled task
TASK-01291,2026-08-10T19:56:36Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,10638,benign,approved scheduled task
TASK-00416,2026-08-10T19:59:48Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,10856,benign,approved scheduled task
TASK-01459,2026-08-10T20:19:33Z,DEPLOY-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,6992,benign,approved scheduled task
TASK-00454,2026-08-10T20:28:41Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,13019,benign,approved scheduled task
TASK-00502,2026-08-10T20:31:24Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,6485,benign,approved scheduled task
TASK-01100,2026-08-10T20:35:13Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,run,taskeng.exe,14113,benign,approved scheduled task
TASK-00050,2026-08-10T20:46:53Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,10686,benign,approved scheduled task
TASK-01058,2026-08-10T20:46:59Z,DEPLOY-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,12725,benign,approved scheduled task
TASK-00689,2026-08-10T20:52:46Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,13760,benign,approved scheduled task
TASK-00287,2026-08-10T21:09:52Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,3985,benign,approved scheduled task
TASK-00846,2026-08-10T21:17:22Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,run,taskeng.exe,12026,benign,approved scheduled task
TASK-01351,2026-08-10T21:18:32Z,DEPLOY-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,4034,benign,approved scheduled task
TASK-00781,2026-08-10T21:21:33Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,3272,benign,approved scheduled task
TASK-00507,2026-08-10T21:22:40Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,registered,taskeng.exe,6672,benign,approved scheduled task
TASK-00841,2026-08-10T21:32:23Z,DEPLOY-01,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,registered,taskeng.exe,14233,benign,approved scheduled task
TASK-00962,2026-08-10T21:41:03Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,10355,benign,approved scheduled task
TASK-00255,2026-08-10T21:46:00Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,2059,benign,approved scheduled task
TASK-01024,2026-08-10T21:47:17Z,APP-API-02,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,run,taskeng.exe,7328,benign,approved scheduled task
