detection_id,_time,severity,title,host,user,expected_decision,note
ATD-006-01010,2026-08-14T08:59:47Z,medium,Failed Remote Auth Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00688,2026-08-14T09:14:40Z,low,PowerShell Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00404,2026-08-14T09:27:09Z,medium,PowerShell Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-006-01198,2026-08-14T09:33:35Z,low,New File Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00155,2026-08-14T09:47:59Z,medium,New File Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-00325,2026-08-14T10:01:37Z,low,Failed Remote Auth Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-01387,2026-08-14T10:02:41Z,low,New File Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00119,2026-08-14T10:15:16Z,medium,Failed Remote Auth Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-01438,2026-08-14T10:16:10Z,medium,New File Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-00942,2026-08-14T10:30:20Z,low,New File Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-00543,2026-08-14T10:37:43Z,low,Failed Remote Auth Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-01174,2026-08-14T10:39:11Z,low,PowerShell Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-01356,2026-08-14T10:50:45Z,low,PowerShell Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-01391,2026-08-14T10:51:59Z,medium,Failed Remote Auth Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-00194,2026-08-14T11:00:38Z,low,New File Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-006-00033,2026-08-14T11:20:19Z,low,PowerShell Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-00709,2026-08-14T11:23:03Z,low,PowerShell Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-00759,2026-08-14T11:40:26Z,medium,PowerShell Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00469,2026-08-14T11:54:16Z,medium,New File Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00255,2026-08-14T12:08:16Z,low,PowerShell Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-01284,2026-08-14T12:15:12Z,medium,New File Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00959,2026-08-14T12:25:58Z,medium,New File Review,APP-API-02,ACME\mrivera,context,background detection
ATD-006-00541,2026-08-14T12:30:50Z,medium,New File Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00447,2026-08-14T12:31:48Z,medium,New File Review,APP-API-02,ACME\mrivera,context,background detection
ATD-006-01158,2026-08-14T12:31:51Z,low,PowerShell Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-00949,2026-08-14T12:34:32Z,low,New File Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-01149,2026-08-14T12:43:02Z,low,New File Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00506,2026-08-14T12:52:05Z,low,PowerShell Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-01431,2026-08-14T13:12:14Z,low,New File Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-00205,2026-08-14T13:21:13Z,low,PowerShell Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-00165,2026-08-14T13:21:46Z,low,Failed Remote Auth Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-00910,2026-08-14T13:38:29Z,medium,Failed Remote Auth Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-00361,2026-08-14T13:41:38Z,medium,New File Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-01447,2026-08-14T13:45:22Z,low,Failed Remote Auth Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00921,2026-08-14T13:50:48Z,low,New File Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-01428,2026-08-14T13:52:39Z,medium,PowerShell Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00289,2026-08-14T14:01:30Z,medium,PowerShell Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-01121,2026-08-14T14:03:14Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-01405,2026-08-14T14:03:33Z,low,New File Review,DEPLOY-01,ACME\mrivera,context,background detection
ATD-006-00865,2026-08-14T14:04:49Z,medium,Failed Remote Auth Review,DEPLOY-01,ACME\mrivera,context,background detection
ATD-006-01424,2026-08-14T14:07:07Z,low,Failed Remote Auth Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-01491,2026-08-14T14:10:21Z,medium,PowerShell Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00051,2026-08-14T14:12:38Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-00396,2026-08-14T14:19:24Z,low,Failed Remote Auth Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-00183,2026-08-14T14:32:10Z,low,PowerShell Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01139,2026-08-14T14:37:10Z,low,New File Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-00911,2026-08-14T14:39:51Z,medium,New File Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-00106,2026-08-14T14:44:02Z,low,Failed Remote Auth Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00648,2026-08-14T14:45:43Z,low,PowerShell Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00823,2026-08-14T14:50:00Z,low,Failed Remote Auth Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00515,2026-08-14T15:06:10Z,medium,PowerShell Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01151,2026-08-14T15:06:38Z,low,New File Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-00686,2026-08-14T15:06:43Z,medium,PowerShell Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-01456,2026-08-14T15:06:44Z,medium,New File Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-01275,2026-08-14T15:06:55Z,low,PowerShell Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00546,2026-08-14T15:18:20Z,low,New File Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-00309,2026-08-14T15:28:34Z,low,New File Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-00584,2026-08-14T15:31:14Z,low,PowerShell Review,DEPLOY-01,ACME\mrivera,context,background detection
ATD-006-01344,2026-08-14T15:35:59Z,low,PowerShell Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01056,2026-08-14T15:37:23Z,medium,PowerShell Review,APP-API-02,ACME\mrivera,context,background detection
ATD-006-00853,2026-08-14T15:37:53Z,low,PowerShell Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00497,2026-08-14T15:37:55Z,medium,PowerShell Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-00851,2026-08-14T15:42:35Z,medium,Failed Remote Auth Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-01460,2026-08-14T15:47:54Z,low,PowerShell Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-01502,2026-08-14T15:48:33Z,medium,Failed Remote Auth Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00708,2026-08-14T15:52:26Z,low,Failed Remote Auth Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-01126,2026-08-14T15:55:43Z,medium,Failed Remote Auth Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-00257,2026-08-14T15:58:15Z,medium,PowerShell Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01395,2026-08-14T16:02:00Z,low,Failed Remote Auth Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-00304,2026-08-14T16:04:29Z,medium,PowerShell Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-00100,2026-08-14T16:05:12Z,medium,New File Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-00995,2026-08-14T16:11:38Z,low,PowerShell Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00199,2026-08-14T16:15:06Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-01352,2026-08-14T16:19:41Z,low,New File Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-01045,2026-08-14T16:22:11Z,low,PowerShell Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-00629,2026-08-14T16:25:20Z,medium,New File Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-00201,2026-08-14T16:30:48Z,medium,Failed Remote Auth Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-006-01098,2026-08-14T16:41:03Z,low,Failed Remote Auth Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00807,2026-08-14T16:45:41Z,low,PowerShell Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-00802,2026-08-14T16:49:09Z,medium,New File Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01310,2026-08-14T16:57:22Z,medium,Failed Remote Auth Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-00392,2026-08-14T16:59:37Z,medium,Failed Remote Auth Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-01201,2026-08-14T17:01:12Z,low,PowerShell Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-006-00214,2026-08-14T17:08:30Z,medium,New File Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-01265,2026-08-14T17:39:49Z,low,PowerShell Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-00180,2026-08-14T17:43:39Z,low,New File Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-01088,2026-08-14T17:56:09Z,low,New File Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-00764,2026-08-14T17:57:45Z,low,New File Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-00891,2026-08-14T17:58:48Z,low,New File Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-01225,2026-08-14T18:06:00Z,medium,New File Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-00621,2026-08-14T18:06:41Z,low,PowerShell Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-01222,2026-08-14T18:07:30Z,medium,New File Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-01349,2026-08-14T18:09:53Z,medium,New File Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00643,2026-08-14T18:10:09Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-00241,2026-08-14T18:13:10Z,low,PowerShell Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-00176,2026-08-14T18:17:41Z,medium,PowerShell Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-01369,2026-08-14T18:24:44Z,medium,PowerShell Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-01243,2026-08-14T18:45:52Z,medium,New File Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-00131,2026-08-14T18:46:14Z,medium,PowerShell Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-01334,2026-08-14T18:48:58Z,low,PowerShell Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-00319,2026-08-14T18:49:22Z,low,Failed Remote Auth Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-00897,2026-08-14T19:02:29Z,low,PowerShell Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-01479,2026-08-14T19:03:08Z,medium,Failed Remote Auth Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-00010,2026-08-14T19:04:35Z,medium,New File Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-00788,2026-08-14T19:14:43Z,medium,New File Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00717,2026-08-14T19:16:24Z,medium,PowerShell Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-00714,2026-08-14T19:17:00Z,medium,PowerShell Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00964,2026-08-14T19:21:36Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-00239,2026-08-14T19:28:35Z,medium,New File Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-00900,2026-08-14T19:28:35Z,low,PowerShell Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00587,2026-08-14T19:40:30Z,low,New File Review,APP-API-02,ACME\mrivera,context,background detection
ATD-006-00896,2026-08-14T19:44:00Z,low,New File Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-00880,2026-08-14T19:51:52Z,medium,New File Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-00116,2026-08-14T19:57:02Z,medium,Failed Remote Auth Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-00382,2026-08-14T19:59:22Z,medium,PowerShell Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-01398,2026-08-14T20:01:36Z,low,New File Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-006-01068,2026-08-14T20:02:36Z,low,Failed Remote Auth Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-01170,2026-08-14T20:12:13Z,low,Failed Remote Auth Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-01451,2026-08-14T20:12:53Z,medium,PowerShell Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00762,2026-08-14T20:15:18Z,low,PowerShell Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-00290,2026-08-14T20:21:12Z,low,Failed Remote Auth Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-00678,2026-08-14T20:40:21Z,low,PowerShell Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-01469,2026-08-14T21:06:26Z,medium,Failed Remote Auth Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-00188,2026-08-14T21:09:17Z,medium,PowerShell Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-01081,2026-08-14T21:09:17Z,low,New File Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-01095,2026-08-14T21:11:31Z,medium,Failed Remote Auth Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-006-00524,2026-08-14T21:28:40Z,medium,New File Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-01466,2026-08-14T21:30:21Z,medium,New File Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-01298,2026-08-14T21:30:35Z,medium,PowerShell Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-01260,2026-08-14T21:32:05Z,low,Failed Remote Auth Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-01086,2026-08-14T21:47:16Z,low,New File Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00328,2026-08-14T21:55:31Z,medium,New File Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00128,2026-08-14T21:56:53Z,medium,Failed Remote Auth Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-01208,2026-08-14T22:03:04Z,low,PowerShell Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-00512,2026-08-14T22:15:32Z,medium,Failed Remote Auth Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-00682,2026-08-14T22:16:06Z,low,Failed Remote Auth Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-01118,2026-08-14T22:22:16Z,medium,New File Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00838,2026-08-14T22:34:18Z,medium,New File Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01063,2026-08-14T22:35:13Z,medium,Failed Remote Auth Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-01262,2026-08-14T22:37:19Z,medium,PowerShell Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-00324,2026-08-14T22:41:41Z,medium,Failed Remote Auth Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-01267,2026-08-14T22:45:09Z,low,Failed Remote Auth Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-01371,2026-08-14T22:46:34Z,medium,PowerShell Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-00063,2026-08-14T22:53:28Z,low,PowerShell Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-01239,2026-08-14T22:54:43Z,medium,PowerShell Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00254,2026-08-14T22:55:31Z,medium,PowerShell Review,APP-API-02,ACME\mrivera,context,background detection
ATD-006-00850,2026-08-14T22:59:30Z,low,New File Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-00875,2026-08-14T23:03:09Z,medium,New File Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00461,2026-08-14T23:03:10Z,medium,PowerShell Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-00731,2026-08-14T23:03:20Z,medium,New File Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-00130,2026-08-14T23:11:06Z,low,PowerShell Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-006-01377,2026-08-14T23:12:43Z,medium,New File Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00049,2026-08-14T23:24:08Z,medium,PowerShell Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-01425,2026-08-14T23:27:45Z,low,Failed Remote Auth Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-01403,2026-08-14T23:29:44Z,low,Failed Remote Auth Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-006-01043,2026-08-14T23:30:32Z,low,New File Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00415,2026-08-14T23:37:16Z,medium,PowerShell Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-01289,2026-08-14T23:42:37Z,low,New File Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-01169,2026-08-14T23:43:40Z,medium,New File Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-006-00332,2026-08-14T23:53:13Z,medium,New File Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01107,2026-08-15T00:00:55Z,low,New File Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-00014,2026-08-15T00:16:04Z,low,PowerShell Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00822,2026-08-15T00:32:10Z,medium,PowerShell Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-00262,2026-08-15T00:34:56Z,low,New File Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00149,2026-08-15T00:36:24Z,low,New File Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-01452,2026-08-15T00:38:58Z,low,Failed Remote Auth Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-00351,2026-08-15T00:39:44Z,low,Failed Remote Auth Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-00085,2026-08-15T00:44:15Z,low,New File Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01212,2026-08-15T00:46:39Z,medium,PowerShell Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-00572,2026-08-15T00:47:29Z,low,Failed Remote Auth Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-00363,2026-08-15T01:04:11Z,low,PowerShell Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-00394,2026-08-15T01:04:20Z,low,Failed Remote Auth Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01442,2026-08-15T01:10:52Z,medium,New File Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-00074,2026-08-15T01:19:41Z,low,Failed Remote Auth Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-00224,2026-08-15T01:22:49Z,medium,New File Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01141,2026-08-15T01:36:02Z,low,PowerShell Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00359,2026-08-15T01:46:04Z,low,PowerShell Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-00609,2026-08-15T01:48:07Z,medium,New File Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00698,2026-08-15T01:49:32Z,medium,PowerShell Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00126,2026-08-15T01:56:47Z,medium,Failed Remote Auth Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00684,2026-08-15T02:00:46Z,medium,New File Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-01172,2026-08-15T02:04:27Z,medium,New File Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-01182,2026-08-15T02:10:57Z,low,Failed Remote Auth Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-01206,2026-08-15T02:12:36Z,medium,Failed Remote Auth Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-00223,2026-08-15T02:14:39Z,low,New File Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01132,2026-08-15T02:16:44Z,medium,PowerShell Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-01128,2026-08-15T02:28:29Z,low,PowerShell Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-00161,2026-08-15T02:31:23Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-00752,2026-08-15T02:33:40Z,medium,Failed Remote Auth Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-01237,2026-08-15T02:35:14Z,medium,New File Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-00417,2026-08-15T02:36:54Z,low,Failed Remote Auth Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-01083,2026-08-15T02:39:08Z,medium,New File Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-01258,2026-08-15T02:43:20Z,medium,PowerShell Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-00710,2026-08-15T02:47:09Z,medium,New File Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01490,2026-08-15T02:56:05Z,low,PowerShell Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-01448,2026-08-15T03:05:02Z,low,PowerShell Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-00460,2026-08-15T03:10:33Z,medium,New File Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00145,2026-08-15T03:13:06Z,medium,New File Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-00776,2026-08-15T03:13:39Z,medium,PowerShell Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-01092,2026-08-15T03:16:47Z,low,New File Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-00812,2026-08-15T03:20:02Z,low,PowerShell Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-00562,2026-08-15T03:33:24Z,low,New File Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-00062,2026-08-15T03:33:28Z,low,PowerShell Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-00736,2026-08-15T03:34:19Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-00179,2026-08-15T03:35:03Z,medium,Failed Remote Auth Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00334,2026-08-15T03:36:31Z,low,Failed Remote Auth Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01446,2026-08-15T03:53:00Z,low,New File Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00139,2026-08-15T04:06:47Z,medium,Failed Remote Auth Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-00672,2026-08-15T04:12:36Z,medium,Failed Remote Auth Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-00528,2026-08-15T04:15:54Z,medium,Failed Remote Auth Review,APP-API-02,ACME\mrivera,context,background detection
ATD-006-00508,2026-08-15T04:18:05Z,low,Failed Remote Auth Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00501,2026-08-15T04:20:39Z,low,PowerShell Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-00058,2026-08-15T04:52:35Z,medium,PowerShell Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-00950,2026-08-15T04:57:36Z,low,New File Review,DEPLOY-01,ACME\mrivera,context,background detection
ATD-006-00848,2026-08-15T04:59:36Z,low,New File Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-00171,2026-08-15T05:05:25Z,low,PowerShell Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-01354,2026-08-15T05:07:34Z,low,New File Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-00445,2026-08-15T05:11:10Z,medium,New File Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-01125,2026-08-15T05:22:37Z,low,New File Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-00252,2026-08-15T05:40:59Z,low,PowerShell Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00649,2026-08-15T05:42:31Z,medium,New File Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-00953,2026-08-15T05:47:33Z,medium,PowerShell Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-00575,2026-08-15T05:49:34Z,medium,Failed Remote Auth Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01058,2026-08-15T05:50:24Z,medium,PowerShell Review,APP-API-02,ACME\mrivera,context,background detection
ATD-006-01493,2026-08-15T05:50:28Z,low,Failed Remote Auth Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-01007,2026-08-15T05:53:10Z,low,New File Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-01324,2026-08-15T05:58:54Z,low,Failed Remote Auth Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-00331,2026-08-15T05:59:53Z,medium,PowerShell Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-00958,2026-08-15T06:03:38Z,medium,Failed Remote Auth Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-006-01293,2026-08-15T06:18:09Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-00041,2026-08-15T06:23:09Z,medium,PowerShell Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-00978,2026-08-15T06:31:06Z,medium,PowerShell Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-00153,2026-08-15T06:34:41Z,medium,Failed Remote Auth Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-006-00820,2026-08-15T06:35:52Z,low,Failed Remote Auth Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-00504,2026-08-15T06:40:19Z,low,PowerShell Review,FIN-WS-14,ACME\svc_deploy,context,background detection
